time,_dt,strain_zx_interface,stres_xx_interface,stres_xy_interface,stres_yy_interface,stres_yz_interface,stres_zz_interface,stress_zx_interface
1.84,0.005,0.00057065477879138,-5.0873732613011,0.0042300121288651,-5.0581642870237,4.0735724911735e-05,-5.0261271425979,-20.42266695335
1.845,0.005,-0.0011511417487297,-5.0580901536107,0.0053302550640125,-5.0013653368282,-0.00049255428381561,-4.9751964420874,-20.386390414293
1.85,0.005,-0.0026113185476946,-5.101617990417,0.003352794025197,-5.0506757018689,0.0016881751170111,-5.0229071773604,-22.233254455192
1.855,0.005,-0.0041175299508936,-5.0351151512372,0.0022711287248695,-5.0088085757399,-0.0027301742052834,-4.9800717063663,-24.401695590999
1.86,0.005,-0.0057229224906324,-5.0569279554313,0.011417355408414,-5.0388633279982,0.0027199255113777,-5.0159905686721,-24.056863159005
1.865,0.005,-0.0072608270379056,-5.0842401670073,-0.01160272240195,-5.013076467559,-0.0039557386733214,-4.9883419017479,-23.884240648918
1.87,0.005,-0.0085020461820921,-4.9810754842714,0.0031058825346846,-5.0380758031422,0.0045489948156392,-5.0072114135236,-27.569107302184
1.875,0.005,-0.0098021188896368,-5.0881599569397,0.011311093534155,-5.0440669126489,-0.0044071802252252,-4.9977907718433,-28.037843177575
1.88,0.005,-0.011271518949873,-5.0479229007427,-0.003805282456509,-5.0256511956448,0.0041977960066262,-4.9968345192839,-26.579409466612
1.885,0.005,-0.012474911262844,-5.1324786545341,0.0046689792516496,-5.0441817830596,-0.0029338415089634,-5.0087551897575,-25.117788172132
1.89,0.005,-0.013486490526248,-5.0168594951868,-0.0037768002119947,-5.0188872325786,0.0018708299242662,-4.9860880416389,-27.234803662482
1.895,0.005,-0.014363388731898,-5.0752159233972,0.0012257983351341,-5.0617189404409,-0.0011207104046913,-5.0186526982376,-27.040304623516
1.9,0.005,-0.015355857544919,-5.0654246502999,-0.0008634034178678,-5.0097866778204,0.00069022855200713,-4.9769197313403,-25.420282145348
1.905,0.005,-0.016009837067111,-5.0302134392923,-0.016817264929159,-5.0687486989873,-0.0014499736870482,-5.0268637898456,-24.438630630184
1.91,0.005,-0.016730597422779,-5.0546764749083,-0.01567930114231,-4.9964728399692,0.0025562978900031,-4.9705660956012,-21.76855946833
1.915,0.005,-0.017075514072358,-5.1889567930097,0.013119767827832,-5.1001846054317,-0.00352303673173,-5.0302854587171,-21.250746777355
1.92,0.005,-0.017269448995416,-5.1857196820849,-0.20007082247275,-5.0707191927739,0.0037348309785954,-4.9706300324065,-20.76198569325
1.925,0.005,-0.017350800324149,-5.2701389381358,0.22451104768552,-5.2710085026332,-0.003922834680089,-5.0267863444718,-20.219300851586
1.93,0.005,-0.017363727131002,-6.6008157038445,-0.0076899924114971,-5.3952346234371,0.0044093122573476,-4.9770041368453,-15.989917457876
1.935,0.005,-0.017358876960259,-8.0766265065241,0.0015240062498378,-6.3190434666695,-0.004941502616938,-5.0183853980607,-11.821613394011
1.94,0.005,-0.017313211287282,-8.3589516643844,-0.074180933441042,-5.8339644654994,0.0053073024534159,-4.986656189337,-2.9382533451943
1.945,0.005,-0.017221549177476,-7.5388393690523,-0.062293652541172,-5.2823373841014,-0.0052680268028002,-5.0084997737843,4.0279940056952
1.95,0.005,-0.016784522455056,-5.6987807250478,-0.0063051651364456,-5.0628846121117,0.0043783902620853,-4.9955137625433,11.262317718389
1.955,0.005,-0.016302709263786,-5.6327283562889,-0.0050373519157674,-5.1501478777949,-0.0038192503579836,-5.002184094472,17.175641620914
1.96,0.005,-0.015422186193222,-5.5955975503087,-0.010624104936984,-5.1451676754578,0.0032302170588879,-4.9984399571411,21.926329221912
1.965,0.005,-0.014536721753975,-5.6416525088069,-0.03497462508356,-5.1937904344962,-0.0031818439434998,-5.0033333651992,26.635415934359
1.97,0.005,-0.013720696038226,-6.1440631510719,0.062235354376416,-5.2462236058452,0.0020381674713479,-4.9933600595578,35.341207019858
1.975,0.005,-0.012909391840164,-6.5028080074645,0.16343089003959,-5.418661445444,-0.00082029183197844,-5.0111399412292,45.653307929044
1.98,0.005,-0.011386739571567,-5.6052154927546,0.14445296261463,-5.3126862076969,0.00017152104006464,-4.984250948267,47.191948042032
1.985,0.005,-0.0091112600821369,-5.0759027082669,0.0074352810212498,-5.1663867494189,0.00032520367481603,-5.0217577715923,40.044221198008
1.99,0.005,-0.0070753136708215,-5.0798910049899,0.01872516529858,-5.0658491263217,-0.0009435850572772,-4.9717384290793,35.433373211007
1.995,0.005,-0.0048451269444995,-5.1472240442016,0.022371448470453,-5.1254978393648,0.00040945646216544,-5.0329311208718,31.50896949457
2,0.005,-0.0026447348187816,-5.0435378340348,-0.022612249053959,-5.0259065108907,-0.0017170625039385,-4.9639234484325,26.314605018373
2.005,0.005,-0.0004376176499156,-5.1636018521033,-0.027664473081759,-5.0837697381575,0.0045112300647326,-5.0373338151409,23.883268463527
2.01,0.005,0.0012979428866889,-4.9958141384042,0.0057854497927633,-5.0116077993532,-0.0053852738905633,-4.9638258840303,26.15806658494
2.015,0.005,0.0033085047294644,-5.0836704343852,-0.017754551729176,-5.0829627209555,0.0060177681390992,-5.0337282441099,25.515685428732
2.02,0.005,0.0053922980254499,-5.0518028476554,0.0064120258143011,-4.9931783824161,-0.007006267587884,-4.9696423698307,22.67433258107
2.025,0.005,0.0070856865126932,-5.0705595768777,-0.0023238420750966,-5.0590701737295,0.0064609764957302,-5.0263310551815,24.181706156054
2.03,0.005,0.0089379214236085,-5.0028039800403,-0.0078273241641201,-5.0052789165701,-0.0065275416199348,-4.9783784634897,23.977601583199
2.035,0.005,0.010489433493835,-5.0702690544482,-0.0019251176653286,-5.0421955969629,0.0041115191333646,-5.0166394747234,24.449764977117
2.04,0.005,0.012104789769305,-5.0093045622167,0.0077056663749319,-5.0100450365967,-0.0019341832419506,-4.9881889647647,25.099332151004
2.045,0.005,0.013546323033341,-5.0411801617918,-8.0469023126661e-06,-5.0259447981903,-0.00017698155621755,-5.0079770878202,23.558805430125
2.05,0.005,0.014904201063168,-5.0175297431067,-0.0083717225417619,-5.0136264829409,0.0019901965977769,-4.9947706693321,24.481502827348
2.055,0.005,0.015971365438895,-5.0641801570922,0.019585105066507,-5.0277158149385,-0.0052368745686645,-5.0033653429468,24.719871819725
2.06,0.005,0.016903723062965,-4.9604150122874,-0.043314175160433,-5.0348833532765,0.0074550317261394,-4.9977301704609,26.969712797884
2.065,0.005,0.017961390491366,-5.105916259166,-0.0017225815818929,-5.0403259924643,-0.0090608450325252,-5.0017289774173,22.996375963081
2.07,0.005,0.018685020530716,-5.1245133298442,-0.012685741210097,-5.0332974472267,0.010884937531387,-4.9982841554267,23.155448203227
2.075,0.005,0.01911907983256,-5.0332936922569,0.001055542900249,-5.0531966978787,-0.011258349065829,-5.001973929339,23.584007259333
2.08,0.005,0.019599823360822,-5.0731235528044,-0.027327444884244,-5.0413253470172,0.010546348029473,-4.9978154713172,21.627130730588
2.085,0.005,0.0197357629236,-5.3630749872862,0.068454382367151,-5.1489458154338,-0.0090971913423807,-5.0020160052716,21.992214991561
2.09,0.005,0.019736143041129,-6.6240410527155,-0.00023458946915085,-6.0278407353535,0.0064819010992732,-4.9984216408276,20.712644013222
2.095,0.005,0.019731969428997,-7.0755049697055,0.0042925550095918,-6.1429477585704,-0.0036216138676808,-5.0012706132541,17.908089779519
2.1,0.005,0.019691723483927,-7.2828189374074,-0.22176802806326,-5.6285524208506,0.00061621550575569,-4.9991765118778,11.017001478539
2.105,0.005,0.019621647967357,-7.4835433859315,-0.094721900171158,-5.5238047421657,0.0022207542827294,-5.0009377095834,4.5733067888172
2.11,0.005,0.019171029574139,-5.3859201259126,-0.030318204571125,-5.0489325978402,-0.0040709733301004,-4.9987804500241,-1.0659280380656
2.115,0.005,0.018657549144094,-5.3901476123782,-0.031532231574628,-5.1079093596942,0.0055667076951305,-5.0024375730048,-5.6605005420175
2.12,0.005,0.017882775993064,-5.4934732161744,0.013846111864502,-5.1003632939468,-0.0065814251887599,-4.9957423960315,-11.057133067482
2.125,0.005,0.017378410039128,-6.3814115816074,-0.008626246104524,-5.3072227740821,0.0070258187514513,-5.0070738576088,-20.454122276079
2.13,0.005,0.016746768829,-6.7061622005969,0.02728124178858,-5.4091615619521,-0.0057173062277219,-4.9889705543337,-31.874204742459
2.135,0.005,0.015519455061124,-5.6628878165144,0.0074229912445348,-5.3232721912174,0.0050532916794798,-5.015896930277,-35.852516365018
2.14,0.005,0.013862143574129,-5.3064167842976,0.0069628546501797,-5.1388725393052,-0.0022417634878525,-4.979968081342,-34.714639243506
2.145,0.005,0.012124565754018,-5.3577956637584,-0.051952102389476,-5.1904139878929,0.00081627000636812,-5.0239410081012,-34.383530045394
2.15,0.005,0.010311264930722,-5.2054044961494,-0.021874812627194,-5.1029549207829,0.0013030270582677,-4.9728912252056,-32.989802748899
2.155,0.005,0.0081779762712695,-5.1035317998765,-0.0017764423140014,-5.1213764892576,-0.003775595458414,-5.0291923603004,-29.896139745761
2.16,0.005,0.0059906587032128,-5.023227791434,0.010456944355142,-5.031241867621,0.005166115381422,-4.9693254291295,-24.572979667271
2.165,0.005,0.0038173911114016,-5.0977730739,-0.010063227459446,-5.06923576684,-0.0064269839518609,-5.0311385685373,-22.430215970305
2.17,0.005,0.0020158124491564,-5.0880263014977,0.0010801516874148,-5.0066579165225,0.0064981156752492,-4.9692039080212,-23.228566092257
2.175,0.005,0.00014290486581581,-5.1269620904315,-0.010892038712219,-5.0767591528005,-0.005680538504859,-5.0303740002248,-25.731132312249
2.18,0.005,-0.0016430686720364,-5.0381361642615,0.0040086703815905,-5.0065777571283,0.0050218927362223,-4.9702470403013,-26.985155480066
2.185,0.005,-0.0036455977811744,-5.1296577471501,-0.0049025953143622,-5.0704447310033,-0.0032582167506643,-5.0291871918942,-26.213366125653
2.19,0.005,-0.0053522081865096,-5.0846790028907,-0.0089387390987746,-4.9950920982655,-0.00026241986785737,-4.9707583255387,-27.692507431504
2.195,0.005,-0.0066873286980398,-5.1239786254475,0.015260085198103,-5.085918212142,0.0040147618603738,-5.030929397639,-34.03435831623
2.2,0.005,-0.0082268632745671,-5.0698257222279,0.041937588743248,-5.0248092398054,-0.0085883353903947,-4.9664827554943,-36.901910075251
2.205,0.005,-0.010053271151201,-5.1833029345355,-0.0041630257801772,-5.083263888145,0.013342656490861,-5.0364192627628,-32.810040764456
2.21,0.005,-0.011494244284632,-5.0705671089668,0.022506227643808,-5.0080892133077,-0.018478150366593,-4.9606054018835,-33.860134630106
2.215,0.005,-0.012539760832376,-4.9218075204432,0.041480297739518,-5.1250607671274,0.02253865100835,-5.0432508323516,-37.348792348282
2.22,0.005,-0.014243432746111,-5.0353958501467,0.0045961116500709,-5.0096092321032,-0.024870789563257,-4.9522866381286,-32.043591624315
2.225,0.005,-0.015397711488782,-5.0194748884072,-0.028287533262225,-5.1045445817718,0.024831605485637,-5.0512984346226,-28.838488808726
2.23,0.005,-0.016715030377763,-5.0303772147522,-0.073026765738942,-4.9883585228547,-0.02503143180214,-4.9466175673243,-24.425268173777
2.235,0.005,-0.017399140749287,-4.7877660304658,-0.018876315491801,-5.0411398890857,0.024297956590571,-5.0539937680326,-24.36000325782
2.24,0.005,-0.018151961852516,-4.7779547907255,-0.0014342362623815,-4.8917026102305,-0.02244262082489,-4.9481694783235,-22.214914037948
2.245,0.005,-0.018236748480773,-5.7531010088108,-0.13107020454097,-6.7860858462378,0.019927585918467,-5.0469199304398,-26.535878589728
2.25,0.005,-0.018939353378052,-5.1592906047851,0.02533505771349,-5.0376378134811,-0.017025124824453,-4.9593475599097,-18.503783224691
2.255,0.005,-0.019038748042365,-6.2190741594566,-0.22592652338331,-5.8288699278635,0.012524384458386,-5.0325104669942,-18.620044868936
2.26,0.005,-0.019039687935278,-8.1949975151389,0.087278258813705,-7.1582750788589,-0.0078184034831988,-4.9767693237957,-13.402522962592
2.265,0.005,-0.019038754130952,-8.8175196382084,-0.037643772861577,-7.2296749548453,0.0033201236226032,-5.0136508612109,-10.601037285364
2.27,0.005,-0.018969233151635,-9.185631377617,0.12004562172067,-6.7471765112192,0.00073659009679203,-4.9955004980731,-0.5295847258291
2.275,0.005,-0.018906255653476,-10.30394633394,0.12540616993371,-6.5067078775203,-0.0044395221630979,-4.9963495754301,5.6058624260854
2.28,0.005,-0.018533834812375,-6.6867820805745,0.07093987721079,-5.2384718115374,0.0067661711471704,-5.0102764310506,16.053806345074
2.285,0.005,-0.018367543012531,-10.567779757578,0.058647683722402,-6.4132659442195,-0.0085717494848419,-4.9847527335605,25.21261746076
2.29,0.005,-0.017448967429306,-6.5134161525267,0.048867692068539,-5.3712886106882,0.0083192069490158,-5.0180832482321,32.143291547201
2.295,0.005,-0.016831455520621,-7.0528212427161,0.0071970568666174,-5.5080670070168,-0.0065339306278305,-4.9807686714177,39.165197809699
2.3,0.005,-0.015998958591646,-7.3192533826408,-0.0091734568613085,-5.6179779352331,0.0035852583786202,-5.0178861183593,50.312662669753
2.305,0.005,-0.014955890843576,-6.58647378018,-0.050640963966352,-5.5677763846718,-0.0001371984110358,-4.9840550755765,55.915353032149
2.31,0.005,-0.012895813105706,-5.5137027070006,-0.0035414554816462,-5.3177372522142,-0.004414734747853,-5.0148371728781,51.61660300028
2.315,0.005,-0.010929617384856,-5.3238739181246,0.012934749945019,-5.1805339216886,0.0093334258078309,-4.9857801360222,47.149431493264
2.32,0.005,-0.009207407066126,-5.6021584795901,0.0069331464481759,-5.2939596819692,-0.014041374756754,-5.0132719959797,48.808602178225
2.325,0.005,-0.0068221926147825,-5.1423092186262,-0.013759591486899,-5.1653616720057,0.017066227987575,-4.9865218113298,42.004629199034
2.33,0.005,-0.0043523049117509,-5.0737354871566,-0.0027791545670388,-5.112545983226,-0.020123096212004,-5.0155934041362,33.628592360627
2.335,0.005,-0.0020568373692583,-5.1778977508834,-0.0034302842550813,-5.0514138654404,0.020668147058541,-4.9806089069924,29.326725847131
2.34,0.005,-0.00027868931057558,-5.2253677659879,0.0082257105466535,-5.1311810402631,-0.020162051720605,-5.0248202911495,31.257129751441
2.345,0.005,0.001705244399984,-5.0792449519085,-0.0071214386332901,-5.0604909803627,0.017287781460953,-4.9700308767367,30.728479601934
2.35,0.005,0.0038628503999427,-5.1610508983579,-0.0030626650781156,-5.1028420103388,-0.013155858717033,-5.0346659287501,27.872348601876
2.355,0.005,0.005652172820339,-5.2604234675763,0.019371782053747,-5.0323589654361,0.0085361335312016,-4.9614285028539,28.441977921324
2.36,0.005,0.0071332901184452,-4.9591424898461,-9.9510490937438e-05,-5.147265653276,-0.002898437384486,-5.0423359729772,34.007618145763
2.365,0.005,0.008943945093857,-5.0570581489163,-0.021976641728794,-5.0298019711349,-0.0028979773235679,-4.9556697567466,31.500076670753
2.37,0.005,0.01107099166503,-5.2215749323574,0.0041090050261812,-5.0985828608891,0.0091211491693476,-5.0438321550719,26.538153026484
2.375,0.005,0.012001697447611,-4.9580410460532,-0.012907186565874,-5.0694898301575,-0.015954894276427,-4.9595528981528,32.556348090427
2.38,0.005,0.013885797854418,-5.060075225931,-0.0003679728191431,-5.1014716403743,0.020100007050526,-5.035900087298,27.786917529149
2.385,0.005,0.015244664701547,-5.1708976978552,-0.0030517019915004,-5.0149275776735,-0.022924316908254,-4.9692932711477,24.530836671741
2.39,0.005,0.015874005022285,-4.6365099154814,0.011362692308566,-5.1494489725269,0.024520918063608,-5.0255215258111,33.440613213042
2.395,0.005,0.017334144162715,-5.1187918954797,-0.021222349398449,-5.0490925805665,-0.022771124251676,-4.9798553297372,24.398165689173
2.4,0.005,0.018067354682695,-5.0521530124172,0.054187156128923,-5.0679213318381,0.020365326492637,-5.0150085313436,27.417653336373
2.405,0.005,0.018809635749514,-5.1482996960655,-0.064377308508572,-5.0359766765134,-0.015883151623319,-4.9897445659566,24.082358818031
2.41,0.005,0.019115395662604,-4.9927039972002,0.22572626119803,-5.2313823902338,0.010085940437079,-5.0061972257706,28.048075951556
2.415,0.005,0.019556537202603,-5.1345981139678,-0.17859721849635,-5.0981937735781,-0.003160408344412,-4.9976793985226,23.728518143206
2.42,0.005,0.019749146817938,-5.5993425312471,0.65367127840347,-5.5726237434456,-0.0037732366689824,-4.9988627132348,23.899494829161
2.425,0.005,0.019758467000027,-8.3918537358744,-0.032978012549245,-7.4367597478641,0.010278255379342,-5.0045750725769,20.567637370024
2.43,0.005,0.019748060720289,-9.3804331703227,-0.066245707838582,-7.8062887619376,-0.016220013341327,-4.9924343342613,17.389719680473
2.435,0.005,0.019705970151505,-9.8476051003827,-0.1391280036584,-7.4922494737648,0.020813722386833,-5.0111326295268,9.4229557500818
2.44,0.005,0.019614624873757,-9.123661847366,-0.20644193335983,-5.9663285063272,-0.024366816235084,-4.985467711873,2.801905900209
2.445,0.005,0.019375426466761,-6.4422594861174,-0.15047999999816,-5.1238768790069,0.026928506271772,-5.0178210780636,-6.8089819060492
2.45,0.005,0.019092873338787,-7.1671271715031,-0.21369928365766,-5.3709916255738,-0.028357175063999,-4.9788359294858,-15.222725901129
2.455,0.005,0.018275231964814,-5.9172617511528,-0.011063816253109,-5.304717784559,0.028013373702562,-5.0238256031544,-21.364777797983
2.46,0.005,0.017381513419483,-5.6819358049179,-0.040328329879263,-5.2052413042544,-0.02643952144585,-4.9735982863836,-25.092552623893
2.465,0.005,0.016182651499974,-5.6072192708209,0.0069536313989499,-5.2661993031647,0.023688955974216,-5.0283019940009,-29.837723180852
2.47,0.005,0.015134648849973,-6.0378643055031,-0.037995168706086,-5.2690616234231,-0.019994461829774,-4.9702708858484,-34.569736262631
2.475,0.005,0.014237528568184,-6.889177898227,-0.0058478202058553,-5.5604517265593,0.017451976636635,-5.0286621490219,-46.908930230887
2.48,0.005,0.013048488645525,-6.4031653943747,-0.016376736876309,-5.5231858615462,-0.012581012699192,-4.971713065867,-52.868558526601
2.485,0.005,0.010649725428646,-5.1570782080277,0.025969998232983,-5.2767929107568,0.0094913365169747,-5.0272834048582,-46.642566138945
2.49,0.005,0.0084223184819326,-5.0008206894128,-0.028903549119024,-5.0732875751598,-0.0064489014864556,-4.9742736005528,-38.578907880851
2.495,0.005,0.0063308602423948,-5.2984367923276,0.0028911952601543,-5.1894146670561,0.0037924262413453,-5.0226905488578,-38.085438495504
2.5,0.005,0.0039713939456997,-5.0056902589725,-0.00059540490172451,-5.0654156261455,-0.0029800431339757,-4.9807968550582,-30.055875855476
2.505,0.005,0.0013866206982076,-5.0514801783457,0.00095886898681286,-5.0595142511279,0.0032986019226766,-5.0164283764835,-23.283998229247
2.51,0.005,-2.5701588913422e-05,-5.0340852875288,0.00061094484509538,-5.0702487360825,-0.0055299404581308,-4.9846053140879,-29.252493527158
2.515,0.005,-0.0022703947500387,-5.0600111120341,0.013200800802862,-5.0719299702166,0.0078444350151783,-5.0172267014647,-25.961435094441
2.52,0.005,-0.0042055995553528,-5.0475616819489,-0.02091840646764,-5.0063490345848,-0.0097873406880764,-4.9777900853284,-24.329554665258
2.525,0.005,-0.0060372480425751,-5.143198400094,0.0035947295859654,-5.0618796307944,0.011812205510704,-5.0300064916086,-25.133803581013
2.53,0.005,-0.0074891684139717,-4.9766242157935,0.0046895746729537,-5.0141090370749,-0.014814354461205,-4.9600286943879,-28.99377778582
2.535,0.005,-0.00943672520716,-5.0501831785442,-0.00038534309390005,-5.0900218570191,0.017704284669144,-5.0520609184545,-24.686523062234
2.54,0.005,-0.01119751487452,-5.0659503415809,-0.0037857059587252,-4.960857595694,-0.020116307241847,-4.9340002242775,-22.681136818289
2.545,0.005,-0.01203115275362,-4.9805916342673,0.070997352858284,-5.1876740620838,0.0213996945689,-5.0806131102028,-30.554225670349
2.55,0.005,-0.013946021371282,-4.990077982666,-0.0083182576914535,-4.9402250056521,-0.021284144359767,-4.9061394710404,-22.917640986121
2.555,0.005,-0.014879560181946,-5.2254113516308,-0.013806497925018,-5.1574205297676,0.021606769684739,-5.1046053804989,-25.479332382472
2.56,0.005,-0.015741476249062,-4.8686019707743,0.025405112341403,-4.9534901888164,-0.020038125261131,-4.8883270768645,-28.247314953371
2.565,0.005,-0.0168900933294,-5.0538156485025,-0.030030134659524,-5.1558030687612,0.017593114000395,-5.1152885399241,-23.336216897585
2.57,0.005,-0.017646686095404,-5.117766955671,0.0031852123375608,-4.9480112490277,-0.014878163613344,-4.8843851906225,-22.692727539144
2.575,0.005,-0.017985649420162,-4.8405086855331,0.11132682077101,-5.2009755514304,0.011898050979427,-5.1129924115134,-25.418962089321
2.58,0.005,-0.018599391191853,-5.0561858419696,-0.097326474245436,-4.9301323670168,-0.0079855826059546,-4.8928585675545,-20.68412806523
2.585,0.005,-0.0186857073027,-5.8588710781601,0.70737128492667,-5.9227773248994,0.0044807579113416,-5.0987778014339,-22.762884082754
2.59,0.005,-0.018686309716525,-8.0664205689979,0.25018552683841,-7.5141929515043,-0.00083260446594051,-4.9115400911773,-20.44942821846
2.595,0.005,-0.018699942528381,-7.4129435463256,-0.16733428811857,-6.5981633712538,-0.0022067697484537,-5.0771799276172,-18.56449652602
2.6,0.005,-0.018661194114973,-8.4657340964662,0.20976382671333,-6.9623908674001,0.0046655917705369,-4.9341847513098,-10.508159157382
2.605,0.005,-0.018606598059749,-9.1253871053076,0.3082033317908,-6.8956114622527,-0.0064889459135609,-5.0548216566758,-4.8950577338572
2.61,0.005,-0.018327805515766,-6.2522255096595,0.052726429481293,-5.146833848653,0.0074081167681196,-4.9548783208117,4.415524373275
2.615,0.005,-0.018101140062564,-6.9514890346917,0.13426207049501,-5.2932690313793,-0.0076421665351544,-5.0361077642804,11.964689271962
2.62,0.005,-0.017373528919906,-5.7037421287856,1.952134112475e-05,-5.131885075712,0.0066100836643136,-4.9719921522882,19.561282176541
2.625,0.005,-0.016637566898382,-5.6848407368584,0.037933294168221,-5.2040683262409,-0.0054053961192611,-5.0211440452344,24.283617573847
2.63,0.005,-0.01539941383493,-5.3982020573491,-0.015291769687613,-5.1703843486141,0.0039259311182443,-4.9854735145633,28.419025809693
2.635,0.005,-0.014140962831803,-5.3015489823236,0.040938008137955,-5.1362480529801,-0.0025165319354509,-5.0083308183571,29.867572281568
2.64,0.005,-0.012842058769818,-5.5575792849835,-0.0030367393156225,-5.1900916996817,0.0014382915845787,-4.9978631394786,35.333193286336
2.645,0.005,-0.011438035847039,-5.5006632931258,0.016777846576588,-5.1753408727518,-0.00059157695946799,-4.9951381843596,38.83905380998
2.65,0.005,-0.0096331915431193,-5.3593538929549,-0.0080056560329478,-5.2154725610589,0.00016968697808095,-5.0124931122221,39.141255076472
2.655,0.005,-0.0071657714973696,-4.8998387734422,0.013909601911253,-5.0666612235294,-0.00061692180072159,-4.9799470679418,30.253777927962
2.66,0.005,-0.0051563792441768,-5.1166050543572,-0.024764272119014,-5.0860088229007,0.0018329305587656,-5.0274182079701,28.252000228082
2.665,0.005,-0.0029446268708891,-5.0536042516819,0.00079355502167262,-5.0300298241626,-0.0030409771807098,-4.9646912816859,24.628323696976
2.67,0.005,-0.00081518656160979,-5.1394455253952,0.011578000830133,-5.0847700088563,0.005359676607105,-5.0427535978439,21.926548930102
2.675,0.005,0.0011015260029169,-5.0950646403251,-0.00753856749507,-4.9983123040673,-0.0079655199615374,-4.950825768681,22.891562544312
2.68,0.005,0.0029907635988088,-5.1834939009574,-0.0025936671606859,-5.1137788438368,0.012586668495079,-5.0543458591126,23.730306465328
2.685,0.005,0.0047951843423477,-5.0536491817107,0.029211658590385,-4.9940056823093,-0.016478701674779,-4.9430979036856,24.853906435677
2.69,0.005,0.0067327348916172,-5.1556409698352,-0.012054216026151,-5.1124626524481,0.020367164034891,-5.0573219716546,24.173236585223
2.695,0.005,0.0084288956347414,-5.1093912875419,-0.0077212584439151,-4.9845187581424,-0.023462109321083,-4.9444233425673,24.768295859236
2.7,0.005,0.0099387452356388,-5.0783936980001,0.0075173462095796,-5.1204730838706,0.026611630189006,-5.0523707188192,28.151020045187
2.705,0.005,0.011584220052349,-4.9398299672791,0.02060452585101,-4.9973527602219,-0.028364473178922,-4.9531670613752,26.398437611138
2.71,0.005,0.013453861652318,-5.2256439342719,-0.0069012486248525,-5.1022512921111,0.0290061693756,-5.0391120626749,22.523764437852
2.715,0.005,0.014435107637076,-5.0957633451335,0.026804076765167,-5.040359417484,-0.02993348514991,-4.9696370844943,26.684886745529
2.72,0.005,0.015980261269199,-5.123060925164,-0.031791875089636,-5.0861816658565,0.028913052331051,-5.0219979801025,23.22917204653
